Country Code,Country Name,Region,Domain,Year,Actual,Predicted,Optimistic,Pessimistic,Error,Within_Band
JOR,Jordan,Middle East,Digital Infrastructure,2023,0.5396,0.4785,0.4936,0.4634,-0.0611,0
JOR,Jordan,Middle East,Economic Fragility,2021,0.7094,0.7297,0.7435,0.7158,0.0203,0
JOR,Jordan,Middle East,Economic Fragility,2022,0.7092,0.7323,0.7472,0.7175,0.0231,0
JOR,Jordan,Middle East,Economic Fragility,2023,0.7134,0.735,0.7508,0.7192,0.0216,0
JOR,Jordan,Middle East,Food Security,2021,0.4899,0.5791,0.6394,0.5187,0.0892,0
JOR,Jordan,Middle East,Food Security,2022,0.4899,0.5759,0.6405,0.5113,0.086,0
JOR,Jordan,Middle East,Food Security,2023,0.5167,0.5727,0.6417,0.5038,0.0561,1
JOR,Jordan,Middle East,Healthcare,2021,0.2339,0.2038,0.2197,0.1878,-0.0302,0
JOR,Jordan,Middle East,Healthcare,2022,0.2612,0.199,0.216,0.1819,-0.0623,0
JOR,Jordan,Middle East,Healthcare,2023,0.2336,0.1941,0.2124,0.1759,-0.0395,0
JOR,Jordan,Middle East,Political Stability,2021,0.5512,0.5083,0.5344,0.4823,-0.0428,0
JOR,Jordan,Middle East,Political Stability,2022,0.5681,0.5057,0.5336,0.4778,-0.0624,0
JOR,Jordan,Middle East,Political Stability,2023,0.575,0.503,0.5328,0.4733,-0.072,0
KAZ,Kazakhstan,Central Asia,Climate & Energy,2021,0.6456,0.656,0.6638,0.6482,0.0104,0
KAZ,Kazakhstan,Central Asia,Climate & Energy,2022,0.7996,0.6573,0.6657,0.6489,-0.1423,0
KAZ,Kazakhstan,Central Asia,Climate & Energy,2023,0.8023,0.6586,0.6676,0.6497,-0.1437,0
KAZ,Kazakhstan,Central Asia,Digital Infrastructure,2021,0.6019,0.6448,0.6911,0.5985,0.0429,1
KAZ,Kazakhstan,Central Asia,Digital Infrastructure,2022,0.6141,0.6798,0.7294,0.6302,0.0657,0
KAZ,Kazakhstan,Central Asia,Digital Infrastructure,2023,0.6156,0.7147,0.7676,0.6618,0.0991,0
KAZ,Kazakhstan,Central Asia,Economic Fragility,2021,0.6856,0.7198,0.7316,0.708,0.0342,0
KAZ,Kazakhstan,Central Asia,Economic Fragility,2022,0.6747,0.7242,0.7369,0.7116,0.0496,0
KAZ,Kazakhstan,Central Asia,Economic Fragility,2023,0.6606,0.7287,0.7421,0.7152,0.068,0
KAZ,Kazakhstan,Central Asia,Food Security,2021,0.6889,0.7714,0.8015,0.7413,0.0825,0
KAZ,Kazakhstan,Central Asia,Food Security,2022,0.6582,0.7668,0.799,0.7345,0.1086,0
KAZ,Kazakhstan,Central Asia,Food Security,2023,0.8273,0.7621,0.7965,0.7277,-0.0652,0
KAZ,Kazakhstan,Central Asia,Healthcare,2021,0.2744,0.3053,0.3174,0.2933,0.0309,0
KAZ,Kazakhstan,Central Asia,Healthcare,2022,0.2678,0.3027,0.3156,0.2898,0.035,0
KAZ,Kazakhstan,Central Asia,Healthcare,2023,0.2702,0.3001,0.3139,0.2864,0.0299,0
KAZ,Kazakhstan,Central Asia,Political Stability,2021,0.5686,0.5787,0.6235,0.534,0.0102,1
KAZ,Kazakhstan,Central Asia,Political Stability,2022,0.5174,0.5728,0.6207,0.5249,0.0554,0
KAZ,Kazakhstan,Central Asia,Political Stability,2023,0.5597,0.5668,0.6179,0.5157,0.0071,1
KGZ,Kyrgyz Republic,Central Asia,Climate & Energy,2021,0.6182,0.6191,0.6217,0.6165,0.001,1
KGZ,Kyrgyz Republic,Central Asia,Climate & Energy,2022,0.699,0.6212,0.624,0.6184,-0.0778,0
KGZ,Kyrgyz Republic,Central Asia,Climate & Energy,2023,0.6159,0.6233,0.6262,0.6203,0.0074,0
KGZ,Kyrgyz Republic,Central Asia,Digital Infrastructure,2021,0.4368,0.3487,0.3804,0.3169,-0.0881,0
KGZ,Kyrgyz Republic,Central Asia,Digital Infrastructure,2022,0.4759,0.367,0.401,0.333,-0.1088,0
KGZ,Kyrgyz Republic,Central Asia,Digital Infrastructure,2023,0.5135,0.3854,0.4216,0.3491,-0.1281,0
KGZ,Kyrgyz Republic,Central Asia,Economic Fragility,2021,0.6654,0.7138,0.74,0.6876,0.0485,0
KGZ,Kyrgyz Republic,Central Asia,Economic Fragility,2022,0.6326,0.7158,0.7439,0.6878,0.0832,0
KGZ,Kyrgyz Republic,Central Asia,Economic Fragility,2023,0.6411,0.7179,0.7478,0.6879,0.0767,0
KGZ,Kyrgyz Republic,Central Asia,Food Security,2021,0.6965,0.7457,0.7771,0.7143,0.0492,0
KGZ,Kyrgyz Republic,Central Asia,Food Security,2022,0.7628,0.751,0.7846,0.7173,-0.0118,1
KGZ,Kyrgyz Republic,Central Asia,Food Security,2023,0.8087,0.7563,0.7921,0.7204,-0.0524,0
KGZ,Kyrgyz Republic,Central Asia,Healthcare,2021,0.2409,0.2667,0.2852,0.2482,0.0257,0
KGZ,Kyrgyz Republic,Central Asia,Healthcare,2022,0.2292,0.2643,0.2842,0.2445,0.0351,0
KGZ,Kyrgyz Republic,Central Asia,Healthcare,2023,0.213,0.262,0.2832,0.2409,0.0491,0
KGZ,Kyrgyz Republic,Central Asia,Political Stability,2021,0.5178,0.4845,0.5337,0.4353,-0.0334,1
KGZ,Kyrgyz Republic,Central Asia,Political Stability,2022,0.5167,0.4874,0.5401,0.4347,-0.0293,1
KGZ,Kyrgyz Republic,Central Asia,Political Stability,2023,0.5146,0.4903,0.5465,0.4341,-0.0243,1
KHM,Cambodia,East Asia,Climate & Energy,2021,0.5712,0.5521,0.5678,0.5365,-0.019,0
KHM,Cambodia,East Asia,Climate & Energy,2022,0.6151,0.5608,0.5776,0.5441,-0.0542,0
KHM,Cambodia,East Asia,Climate & Energy,2023,0.5238,0.5695,0.5874,0.5517,0.0457,0
KHM,Cambodia,East Asia,Digital Infrastructure,2021,0.317,0.1801,0.2217,0.1386,-0.1369,0
KHM,Cambodia,East Asia,Digital Infrastructure,2022,0.3354,0.1908,0.2352,0.1463,-0.1447,0
KHM,Cambodia,East Asia,Digital Infrastructure,2023,0.3476,0.2014,0.2488,0.154,-0.1462,0
KHM,Cambodia,East Asia,Economic Fragility,2021,0.7094,0.691,0.7112,0.6708,-0.0184,1
KHM,Cambodia,East Asia,Economic Fragility,2022,0.6867,0.6929,0.7145,0.6712,0.0062,1
KHM,Cambodia,East Asia,Economic Fragility,2023,0.6966,0.6947,0.7178,0.6716,-0.0019,1
KHM,Cambodia,East Asia,Food Security,2021,0.8545,0.8694,0.8842,0.8546,0.0149,0
KHM,Cambodia,East Asia,Food Security,2022,0.8574,0.8781,0.8939,0.8623,0.0207,0
KHM,Cambodia,East Asia,Food Security,2023,0.8208,0.8867,0.9036,0.8699,0.066,0
KHM,Cambodia,East Asia,Healthcare,2021,0.2847,0.0818,0.12,0.0437,-0.2028,0
KHM,Cambodia,East Asia,Healthcare,2022,0.1748,0.0748,0.1156,0.034,-0.1,0
KHM,Cambodia,East Asia,Healthcare,2023,0.1835,0.0677,0.1112,0.0241,-0.1158,0
KHM,Cambodia,East Asia,Political Stability,2021,0.5904,0.6562,0.6786,0.6338,0.0658,0
KHM,Cambodia,East Asia,Political Stability,2022,0.5977,0.6653,0.6893,0.6413,0.0677,0
KHM,Cambodia,East Asia,Political Stability,2023,0.6286,0.6744,0.7,0.6488,0.0459,0
KOR,"Korea, Rep.",East Asia,Climate & Energy,2021,0.6379,0.6426,0.6438,0.6414,0.0048,0
KOR,"Korea, Rep.",East Asia,Climate & Energy,2022,0.7822,0.6428,0.6441,0.6416,-0.1394,0
KOR,"Korea, Rep.",East Asia,Climate & Energy,2023,0.7802,0.6431,0.6444,0.6417,-0.1372,0
KOR,"Korea, Rep.",East Asia,Digital Infrastructure,2021,0.9431,1.0,1.0,0.971,0.0569,0
KOR,"Korea, Rep.",East Asia,Digital Infrastructure,2022,0.9533,1.0,1.0,0.9933,0.0467,0
KOR,"Korea, Rep.",East Asia,Digital Infrastructure,2023,0.9658,1.0,1.0,1.0,0.0342,0
KOR,"Korea, Rep.",East Asia,Economic Fragility,2021,0.6987,0.7296,0.7382,0.721,0.0309,0
KOR,"Korea, Rep.",East Asia,Economic Fragility,2022,0.7062,0.7319,0.7411,0.7227,0.0257,0
KOR,"Korea, Rep.",East Asia,Economic Fragility,2023,0.7193,0.7342,0.7441,0.7244,0.0149,0
KOR,"Korea, Rep.",East Asia,Food Security,2021,0.8905,0.9022,0.9158,0.8886,0.0117,1
KOR,"Korea, Rep.",East Asia,Food Security,2022,0.8929,0.9021,0.9167,0.8876,0.0092,1
KOR,"Korea, Rep.",East Asia,Food Security,2023,0.888,0.902,0.9175,0.8865,0.014,1
KOR,"Korea, Rep.",East Asia,Healthcare,2021,0.5578,0.5848,0.5928,0.5768,0.027,0
KOR,"Korea, Rep.",East Asia,Healthcare,2022,0.5728,0.6031,0.6117,0.5946,0.0303,0
KOR,"Korea, Rep.",East Asia,Healthcare,2023,0.4154,0.6215,0.6306,0.6123,0.206,0
KOR,"Korea, Rep.",East Asia,Political Stability,2021,0.7552,0.7074,0.7296,0.6853,-0.0478,0
KOR,"Korea, Rep.",East Asia,Political Stability,2022,0.7446,0.7081,0.7319,0.6844,-0.0364,0
KOR,"Korea, Rep.",East Asia,Political Stability,2023,0.7511,0.7089,0.7342,0.6835,-0.0422,0
KWT,Kuwait,Middle East,Climate & Energy,2021,0.6728,0.6729,0.6797,0.6661,0.0001,1
KWT,Kuwait,Middle East,Climate & Energy,2022,0.8357,0.67,0.6773,0.6627,-0.1656,0
KWT,Kuwait,Middle East,Climate & Energy,2023,0.8867,0.6672,0.6749,0.6594,-0.2196,0
KWT,Kuwait,Middle East,Digital Infrastructure,2021,0.5199,0.5925,0.6087,0.5763,0.0726,0
KWT,Kuwait,Middle East,Digital Infrastructure,2022,0.5175,0.619,0.6364,0.6017,0.1015,0
KWT,Kuwait,Middle East,Digital Infrastructure,2023,0.5141,0.6455,0.664,0.627,0.1314,0
KWT,Kuwait,Middle East,Economic Fragility,2021,0.7191,0.7462,0.7739,0.7184,0.0271,1
KWT,Kuwait,Middle East,Economic Fragility,2022,0.6777,0.7497,0.7794,0.72,0.072,0
KWT,Kuwait,Middle East,Economic Fragility,2023,0.7446,0.7532,0.7849,0.7216,0.0086,1
KWT,Kuwait,Middle East,Food Security,2021,0.7027,0.7347,0.8119,0.6575,0.032,1
KWT,Kuwait,Middle East,Food Security,2022,0.6835,0.7321,0.8148,0.6494,0.0486,1
KWT,Kuwait,Middle East,Food Security,2023,0.6941,0.7295,0.8177,0.6413,0.0355,1
KWT,Kuwait,Middle East,Healthcare,2021,0.2279,0.2167,0.225,0.2085,-0.0112,0
KWT,Kuwait,Middle East,Healthcare,2022,0.159,0.2215,0.2304,0.2126,0.0625,0
KWT,Kuwait,Middle East,Healthcare,2023,0.2038,0.2263,0.2357,0.2168,0.0224,0
KWT,Kuwait,Middle East,Political Stability,2021,0.6759,0.6262,0.6578,0.5946,-0.0497,0
KWT,Kuwait,Middle East,Political Stability,2022,0.6822,0.622,0.6559,0.5882,-0.0601,0
KWT,Kuwait,Middle East,Political Stability,2023,0.7074,0.6179,0.654,0.5817,-0.0895,0
LKA,Sri Lanka,South Asia,Climate & Energy,2021,0.5738,0.5719,0.5772,0.5666,-0.0019,1
LKA,Sri Lanka,South Asia,Climate & Energy,2022,0.5902,0.5748,0.5804,0.5692,-0.0154,0
LKA,Sri Lanka,South Asia,Climate & Energy,2023,0.4654,0.5777,0.5837,0.5717,0.1122,0
LKA,Sri Lanka,South Asia,Digital Infrastructure,2021,0.3372,0.2102,0.2393,0.1811,-0.127,0
LKA,Sri Lanka,South Asia,Digital Infrastructure,2022,0.3471,0.2221,0.2533,0.191,-0.1249,0
LKA,Sri Lanka,South Asia,Digital Infrastructure,2023,0.3526,0.2341,0.2673,0.2008,-0.1185,0
LKA,Sri Lanka,South Asia,Economic Fragility,2021,0.6892,0.7077,0.7272,0.6883,0.0185,1
LKA,Sri Lanka,South Asia,Economic Fragility,2022,0.6602,0.71,0.7308,0.6892,0.0498,0
LKA,Sri Lanka,South Asia,Economic Fragility,2023,0.7137,0.7123,0.7344,0.6901,-0.0015,1
LKA,Sri Lanka,South Asia,Food Security,2021,0.7395,0.811,0.8428,0.7791,0.0715,0
LKA,Sri Lanka,South Asia,Food Security,2022,0.7145,0.8219,0.856,0.7878,0.1073,0
LKA,Sri Lanka,South Asia,Food Security,2023,0.6749,0.8328,0.8692,0.7964,0.1579,0
LKA,Sri Lanka,South Asia,Healthcare,2021,0.2181,0.1796,0.1881,0.1711,-0.0384,0
LKA,Sri Lanka,South Asia,Healthcare,2022,0.2249,0.181,0.1902,0.1719,-0.0439,0
LKA,Sri Lanka,South Asia,Healthcare,2023,0.1869,0.1825,0.1922,0.1727,-0.0044,1
LKA,Sri Lanka,South Asia,Political Stability,2021,0.5373,0.6325,0.6896,0.5755,0.0953,0
LKA,Sri Lanka,South Asia,Political Stability,2022,0.4446,0.6498,0.7109,0.5887,0.2052,0
LKA,Sri Lanka,South Asia,Political Stability,2023,0.5087,0.6671,0.7322,0.6019,0.1584,0
LTU,Lithuania,Europe,Climate & Energy,2021,0.6829,0.6869,0.6896,0.6841,0.004,0
LTU,Lithuania,Europe,Climate & Energy,2022,0.7631,0.6891,0.692,0.6862,-0.074,0
LTU,Lithuania,Europe,Climate & Energy,2023,0.7632,0.6913,0.6945,0.6882,-0.0718,0
LTU,Lithuania,Europe,Digital Infrastructure,2021,0.7323,0.8575,0.9031,0.8118,0.1251,0
LTU,Lithuania,Europe,Digital Infrastructure,2022,0.7335,0.8933,0.9422,0.8445,0.1598,0
LTU,Lithuania,Europe,Digital Infrastructure,2023,0.7325,0.9292,0.9813,0.8771,0.1967,0
LTU,Lithuania,Europe,Economic Fragility,2021,0.6787,0.7213,0.7484,0.6943,0.0426,0
LTU,Lithuania,Europe,Economic Fragility,2022,0.6668,0.723,0.7519,0.694,0.0562,0
LTU,Lithuania,Europe,Economic Fragility,2023,0.7136,0.7247,0.7555,0.6938,0.0111,1
LTU,Lithuania,Europe,Food Security,2021,0.7984,0.7648,0.7959,0.7337,-0.0336,0
LTU,Lithuania,Europe,Food Security,2022,0.8094,0.762,0.7953,0.7288,-0.0474,0
LTU,Lithuania,Europe,Food Security,2023,0.7736,0.7593,0.7948,0.7238,-0.0144,1
LTU,Lithuania,Europe,Healthcare,2021,0.4406,0.4341,0.4427,0.4255,-0.0065,1
LTU,Lithuania,Europe,Healthcare,2022,0.421,0.4345,0.4437,0.4253,0.0135,0
LTU,Lithuania,Europe,Healthcare,2023,0.3422,0.4349,0.4448,0.4251,0.0927,0
LTU,Lithuania,Europe,Political Stability,2021,0.7944,0.7955,0.8147,0.7764,0.0011,1
LTU,Lithuania,Europe,Political Stability,2022,0.7604,0.7963,0.8168,0.7758,0.0359,0
LTU,Lithuania,Europe,Political Stability,2023,0.7797,0.7971,0.819,0.7752,0.0174,1
LUX,Luxembourg,Europe,Climate & Energy,2021,0.6757,0.6711,0.6768,0.6655,-0.0046,1
LUX,Luxembourg,Europe,Climate & Energy,2022,0.7771,0.6705,0.6765,0.6644,-0.1066,0
LUX,Luxembourg,Europe,Climate & Energy,2023,0.773,0.6698,0.6763,0.6634,-0.1032,0
LUX,Luxembourg,Europe,Digital Infrastructure,2021,0.8853,1.0,1.0,0.9777,0.1147,0
LUX,Luxembourg,Europe,Digital Infrastructure,2022,0.8861,1.0,1.0,1.0,0.1139,0
LUX,Luxembourg,Europe,Digital Infrastructure,2023,0.9935,1.0,1.0,1.0,0.0065,0
LUX,Luxembourg,Europe,Economic Fragility,2021,0.6805,0.7305,0.7436,0.7174,0.0501,0
LUX,Luxembourg,Europe,Economic Fragility,2022,0.7326,0.732,0.746,0.7179,-0.0007,1
LUX,Luxembourg,Europe,Economic Fragility,2023,0.7305,0.7334,0.7484,0.7184,0.0029,1
LUX,Luxembourg,Europe,Food Security,2021,0.7844,0.7896,0.8161,0.7631,0.0053,1
LUX,Luxembourg,Europe,Food Security,2022,0.7871,0.789,0.8173,0.7606,0.0018,1
LUX,Luxembourg,Europe,Food Security,2023,0.7571,0.7883,0.8185,0.758,0.0312,0
LUX,Luxembourg,Europe,Healthcare,2021,0.2805,0.3058,0.3274,0.2842,0.0253,0
LUX,Luxembourg,Europe,Healthcare,2022,0.2747,0.3054,0.3285,0.2823,0.0307,0
LUX,Luxembourg,Europe,Healthcare,2023,0.2783,0.305,0.3297,0.2804,0.0267,0
LUX,Luxembourg,Europe,Political Stability,2021,0.8777,0.8947,0.9067,0.8827,0.0171,0
LUX,Luxembourg,Europe,Political Stability,2022,0.8496,0.892,0.9048,0.8791,0.0424,0
LUX,Luxembourg,Europe,Political Stability,2023,0.8473,0.8892,0.903,0.8755,0.0419,0
LVA,Latvia,Europe,Climate & Energy,2021,0.7021,0.6984,0.701,0.6959,-0.0036,0
LVA,Latvia,Europe,Climate & Energy,2022,0.7594,0.6993,0.702,0.6965,-0.0601,0
LVA,Latvia,Europe,Climate & Energy,2023,0.7596,0.7001,0.703,0.6972,-0.0596,0
LVA,Latvia,Europe,Digital Infrastructure,2021,0.7255,0.8655,0.9174,0.8137,0.14,0
LVA,Latvia,Europe,Digital Infrastructure,2022,0.7249,0.9015,0.957,0.8459,0.1766,0
LVA,Latvia,Europe,Digital Infrastructure,2023,0.7307,0.9374,0.9967,0.8782,0.2067,0
LVA,Latvia,Europe,Economic Fragility,2021,0.6783,0.7455,0.7791,0.712,0.0673,0
LVA,Latvia,Europe,Economic Fragility,2022,0.6784,0.7493,0.7852,0.7134,0.0709,0
LVA,Latvia,Europe,Economic Fragility,2023,0.7241,0.7531,0.7914,0.7147,0.0289,1
LVA,Latvia,Europe,Food Security,2021,0.7304,0.7167,0.7548,0.6785,-0.0138,1
LVA,Latvia,Europe,Food Security,2022,0.7339,0.7144,0.7553,0.6736,-0.0195,1
LVA,Latvia,Europe,Food Security,2023,0.6658,0.7122,0.7558,0.6686,0.0464,0
LVA,Latvia,Europe,Healthcare,2021,0.4097,0.3423,0.3533,0.3312,-0.0675,0
LVA,Latvia,Europe,Healthcare,2022,0.382,0.3392,0.3511,0.3274,-0.0428,0
LVA,Latvia,Europe,Healthcare,2023,0.3614,0.3362,0.3488,0.3235,-0.0252,0
LVA,Latvia,Europe,Political Stability,2021,0.7648,0.6946,0.721,0.6682,-0.0702,0
LVA,Latvia,Europe,Political Stability,2022,0.7243,0.6908,0.719,0.6625,-0.0336,0
LVA,Latvia,Europe,Political Stability,2023,0.747,0.6869,0.717,0.6568,-0.0601,0
MAR,Morocco,Africa,Climate & Energy,2021,0.6285,0.6424,0.6506,0.6342,0.0139,0
MAR,Morocco,Africa,Climate & Energy,2022,0.7544,0.6457,0.6545,0.637,-0.1087,0
MAR,Morocco,Africa,Climate & Energy,2023,0.7537,0.6491,0.6584,0.6397,-0.1047,0
MAR,Morocco,Africa,Digital Infrastructure,2021,0.5087,0.4868,0.5058,0.4678,-0.022,0
MAR,Morocco,Africa,Digital Infrastructure,2022,0.5208,0.5105,0.5309,0.4901,-0.0103,1
MAR,Morocco,Africa,Digital Infrastructure,2023,0.5319,0.5342,0.5559,0.5124,0.0023,1
MAR,Morocco,Africa,Economic Fragility,2021,0.674,0.7325,0.7468,0.7181,0.0585,0
MAR,Morocco,Africa,Economic Fragility,2022,0.709,0.7346,0.75,0.7192,0.0256,0
MAR,Morocco,Africa,Economic Fragility,2023,0.6961,0.7367,0.7531,0.7203,0.0406,0
MAR,Morocco,Africa,Food Security,2021,0.7267,0.8017,0.8402,0.7632,0.075,0
MAR,Morocco,Africa,Food Security,2022,0.7154,0.8058,0.847,0.7646,0.0903,0
MAR,Morocco,Africa,Food Security,2023,0.7038,0.8099,0.8538,0.7659,0.106,0
MAR,Morocco,Africa,Healthcare,2021,0.1235,0.168,0.1862,0.1498,0.0445,0
MAR,Morocco,Africa,Healthcare,2022,0.1509,0.1713,0.1907,0.1518,0.0203,0
MAR,Morocco,Africa,Healthcare,2023,0.1601,0.1745,0.1953,0.1537,0.0144,1
MAR,Morocco,Africa,Political Stability,2021,0.5317,0.525,0.5425,0.5075,-0.0067,1
MAR,Morocco,Africa,Political Stability,2022,0.5404,0.5239,0.5427,0.5052,-0.0165,1
MAR,Morocco,Africa,Political Stability,2023,0.5392,0.5229,0.5429,0.5029,-0.0164,1
MDA,Moldova,Europe,Climate & Energy,2021,0.655,0.6858,0.694,0.6776,0.0308,0
MDA,Moldova,Europe,Climate & Energy,2022,0.7585,0.6923,0.7011,0.6835,-0.0662,0
MDA,Moldova,Europe,Climate & Energy,2023,0.7585,0.6988,0.7082,0.6894,-0.0597,0
MDA,Moldova,Europe,Digital Infrastructure,2021,0.6351,0.5959,0.6308,0.561,-0.0392,0
MDA,Moldova,Europe,Digital Infrastructure,2022,0.6575,0.6263,0.6636,0.5889,-0.0313,1
MDA,Moldova,Europe,Digital Infrastructure,2023,0.6859,0.6566,0.6965,0.6168,-0.0293,1
MDA,Moldova,Europe,Economic Fragility,2021,0.6184,0.7304,0.7547,0.7061,0.112,0
MDA,Moldova,Europe,Economic Fragility,2022,0.6974,0.7344,0.7604,0.7083,0.037,0
MDA,Moldova,Europe,Economic Fragility,2023,0.6948,0.7383,0.7661,0.7105,0.0435,0
MDA,Moldova,Europe,Food Security,2021,0.7608,0.8158,0.848,0.7837,0.0551,0
MDA,Moldova,Europe,Food Security,2022,0.76,0.8327,0.8671,0.7982,0.0727,0
MDA,Moldova,Europe,Food Security,2023,0.7482,0.8495,0.8862,0.8128,0.1012,0
MDA,Moldova,Europe,Healthcare,2021,0.4163,0.4158,0.4405,0.3911,-0.0005,1
MDA,Moldova,Europe,Healthcare,2022,0.4036,0.4176,0.4441,0.3912,0.014,1
MDA,Moldova,Europe,Healthcare,2023,0.3906,0.4195,0.4477,0.3912,0.0288,0
MDA,Moldova,Europe,Political Stability,2021,0.5744,0.5583,0.583,0.5336,-0.0162,1
MDA,Moldova,Europe,Political Stability,2022,0.4761,0.5579,0.5844,0.5314,0.0818,0
MDA,Moldova,Europe,Political Stability,2023,0.4708,0.5575,0.5858,0.5293,0.0868,0
MDG,Madagascar,Africa,Climate & Energy,2021,0.4452,0.4309,0.4378,0.424,-0.0143,0
MDG,Madagascar,Africa,Climate & Energy,2022,0.4465,0.4324,0.4399,0.425,-0.0141,0
MDG,Madagascar,Africa,Climate & Energy,2023,0.136,0.4339,0.4419,0.426,0.298,0
MDG,Madagascar,Africa,Digital Infrastructure,2021,0.079,0.051,0.0562,0.0459,-0.028,0
MDG,Madagascar,Africa,Digital Infrastructure,2022,0.1029,0.0533,0.0588,0.0479,-0.0495,0
MDG,Madagascar,Africa,Digital Infrastructure,2023,0.112,0.0556,0.0615,0.0498,-0.0564,0
MDG,Madagascar,Africa,Economic Fragility,2021,0.6891,0.7156,0.7406,0.6906,0.0265,0
MDG,Madagascar,Africa,Economic Fragility,2022,0.6864,0.7173,0.7441,0.6905,0.0309,0
MDG,Madagascar,Africa,Economic Fragility,2023,0.6812,0.719,0.7475,0.6904,0.0377,0
MDG,Madagascar,Africa,Food Security,2021,0.2276,0.339,0.385,0.2929,0.1114,0
MDG,Madagascar,Africa,Food Security,2022,0.2696,0.3324,0.3817,0.2832,0.0628,0
MDG,Madagascar,Africa,Food Security,2023,0.2932,0.3259,0.3785,0.2734,0.0327,1
MDG,Madagascar,Africa,Healthcare,2021,0.121,0.1398,0.1697,0.1098,0.0187,1
MDG,Madagascar,Africa,Healthcare,2022,0.0621,0.1429,0.175,0.1109,0.0809,0
MDG,Madagascar,Africa,Healthcare,2023,0.1137,0.1461,0.1803,0.1119,0.0325,1
MDG,Madagascar,Africa,Political Stability,2021,0.5014,0.4663,0.5144,0.4182,-0.0351,1
MDG,Madagascar,Africa,Political Stability,2022,0.5147,0.4581,0.5095,0.4066,-0.0566,0
MDG,Madagascar,Africa,Political Stability,2023,0.4692,0.4499,0.5048,0.395,-0.0194,1
MEX,Mexico,North America,Climate & Energy,2021,0.6111,0.6063,0.6074,0.6052,-0.0049,0
MEX,Mexico,North America,Climate & Energy,2022,0.7271,0.6064,0.6075,0.6052,-0.1207,0
MEX,Mexico,North America,Climate & Energy,2023,0.7265,0.6064,0.6077,0.6052,-0.1201,0
MEX,Mexico,North America,Digital Infrastructure,2021,0.5804,0.5436,0.5581,0.5292,-0.0368,0
MEX,Mexico,North America,Digital Infrastructure,2022,0.6055,0.5695,0.5849,0.554,-0.0361,0
MEX,Mexico,North America,Digital Infrastructure,2023,0.6162,0.5953,0.6117,0.5788,-0.0209,0
MEX,Mexico,North America,Economic Fragility,2021,0.6785,0.7357,0.7531,0.7183,0.0572,0
MEX,Mexico,North America,Economic Fragility,2022,0.6906,0.7372,0.7558,0.7187,0.0466,0
MEX,Mexico,North America,Economic Fragility,2023,0.7001,0.7388,0.7586,0.7189,0.0387,0
MEX,Mexico,North America,Food Security,2021,0.8814,0.8839,0.8924,0.8755,0.0026,1
MEX,Mexico,North America,Food Security,2022,0.8868,0.8847,0.8938,0.8756,-0.0021,1
MEX,Mexico,North America,Food Security,2023,0.8782,0.8855,0.8951,0.8758,0.0073,1
MEX,Mexico,North America,Healthcare,2021,0.2031,0.2002,0.2047,0.1957,-0.0029,1
MEX,Mexico,North America,Healthcare,2022,0.2015,0.2025,0.2073,0.1976,0.001,1
MEX,Mexico,North America,Healthcare,2023,0.2356,0.2047,0.2099,0.1996,-0.0309,0
MEX,Mexico,North America,Political Stability,2021,0.4699,0.4098,0.4334,0.3862,-0.0601,0
MEX,Mexico,North America,Political Stability,2022,0.4696,0.4022,0.4275,0.377,-0.0673,0
MEX,Mexico,North America,Political Stability,2023,0.4822,0.3947,0.4216,0.3677,-0.0876,0
MKD,North Macedonia,Europe,Climate & Energy,2021,0.6119,0.6185,0.6214,0.6156,0.0066,0
MKD,North Macedonia,Europe,Climate & Energy,2022,0.7179,0.6212,0.6243,0.6181,-0.0967,0
MKD,North Macedonia,Europe,Climate & Energy,2023,0.7198,0.6239,0.6272,0.6206,-0.096,0
MKD,North Macedonia,Europe,Digital Infrastructure,2021,0.6893,0.7288,0.7561,0.7016,0.0395,0
MKD,North Macedonia,Europe,Digital Infrastructure,2022,0.7156,0.7607,0.7899,0.7316,0.0451,0
MKD,North Macedonia,Europe,Digital Infrastructure,2023,0.7383,0.7927,0.8238,0.7615,0.0544,0
MKD,North Macedonia,Europe,Economic Fragility,2021,0.6974,0.7285,0.7439,0.7131,0.0311,0
MKD,North Macedonia,Europe,Economic Fragility,2022,0.6804,0.7296,0.7461,0.7132,0.0492,0
MKD,North Macedonia,Europe,Economic Fragility,2023,0.6956,0.7307,0.7483,0.7132,0.0351,0
MKD,North Macedonia,Europe,Food Security,2021,0.8265,0.8378,0.8607,0.8148,0.0113,1
MKD,North Macedonia,Europe,Food Security,2022,0.8372,0.8448,0.8693,0.8202,0.0076,1
MKD,North Macedonia,Europe,Food Security,2023,0.812,0.8517,0.8779,0.8255,0.0398,0
MKD,North Macedonia,Europe,Healthcare,2021,0.3866,0.3311,0.3427,0.3196,-0.0555,0
MKD,North Macedonia,Europe,Healthcare,2022,0.3346,0.3313,0.3436,0.3189,-0.0033,1
MKD,North Macedonia,Europe,Healthcare,2023,0.3486,0.3314,0.3446,0.3183,-0.0171,0
MKD,North Macedonia,Europe,Political Stability,2021,0.6324,0.6303,0.6637,0.5969,-0.0022,1
MKD,North Macedonia,Europe,Political Stability,2022,0.6581,0.6407,0.6765,0.6049,-0.0174,1
MKD,North Macedonia,Europe,Political Stability,2023,0.6558,0.6511,0.6893,0.613,-0.0047,1
MLT,Malta,Europe,Climate & Energy,2021,0.6198,0.6209,0.6226,0.6191,0.0011,1
